timestamp,application,activity_status,idle_seconds,cpu_percent,memory_percent,battery_percent,charging,duration_seconds,previous_application,application_switch,previous_window,window_switch,active_duration_seconds,idle_duration_seconds,session_id,total_application_switches,idle_ratio,switch_frequency,unique_app_count,avg_cpu,avg_memory,hour,day_of_week,is_weekend,cluster_id,behavior_label,anomaly_score,is_anomaly
2026-09-15 09:01:40,Visual Studio Code,Active,0,40.7,61.8,91.0,False,105,Visual Studio Code,False,README.md - VS Code,False,80,25,0,0,0.2381,0.0,1,28.3,57.66,9,Tuesday,False,0,Focused work,0.031,False
2026-09-15 09:01:45,Visual Studio Code,Active,0,31.5,53.0,91.0,False,110,Visual Studio Code,False,README.md - VS Code,False,85,25,0,0,0.2273,0.0,1,28.45,57.45,9,Tuesday,False,0,Focused work,0.003,False
2026-09-15 09:01:50,Visual Studio Code,Active,0,24.9,66.1,91.0,False,115,Visual Studio Code,False,README.md - VS Code,True,90,25,0,0,0.2174,0.0,1,28.3,57.82,9,Tuesday,False,0,Focused work,0.005,False
2026-09-15 09:01:55,Visual Studio Code,Active,0,22.0,66.7,91.0,False,120,Visual Studio Code,False,main.py - VS Code,False,95,25,0,0,0.2083,0.0,1,28.03,58.19,9,Tuesday,False,0,Focused work,0.031,False
2026-09-15 09:02:00,Visual Studio Code,Active,0,20.9,56.6,91.0,False,125,Visual Studio Code,False,main.py - VS Code,False,100,25,0,0,0.2,0.0,1,27.75,58.13,9,Tuesday,False,0,Focused work,0.03,False
2026-09-15 09:02:05,Visual Studio Code,Active,0,21.0,56.1,91.0,False,130,Visual Studio Code,False,main.py - VS Code,False,105,25,0,0,0.1923,0.0,1,27.49,58.05,9,Tuesday,False,0,Focused work,0.056,False
2026-09-15 09:02:10,Visual Studio Code,Active,0,30.7,53.6,91.0,False,135,Visual Studio Code,False,main.py - VS Code,False,110,25,0,0,0.1852,0.0,1,27.61,57.89,9,Tuesday,False,0,Focused work,0.059,False
2026-09-15 09:02:15,Visual Studio Code,Active,0,19.5,68.0,91.0,False,140,Visual Studio Code,False,main.py - VS Code,False,115,25,0,0,0.1786,0.0,1,27.32,58.25,9,Tuesday,False,0,Focused work,0.061,False
2026-09-15 09:02:20,Visual Studio Code,Active,0,32.6,52.3,91.0,False,145,Visual Studio Code,False,main.py - VS Code,False,120,25,0,0,0.1724,0.0,1,27.5,58.04,9,Tuesday,False,0,Focused work,0,False
2026-09-15 09:02:25,Visual Studio Code,Active,0,41.5,57.1,91.0,False,150,Visual Studio Code,False,main.py - VS Code,False,125,25,0,0,0.1667,0.0,1,27.97,58.01,9,Tuesday,False,0,Focused work,0.059,False
2026-09-15 09:02:30,Visual Studio Code,Active,0,22.6,53.9,91.0,False,155,Visual Studio Code,False,main.py - VS Code,False,130,25,0,0,0.1613,0.0,1,27.79,57.88,9,Tuesday,False,0,Focused work,0.031,False
2026-09-15 09:02:35,Visual Studio Code,Active,0,33.1,65.1,91.0,False,160,Visual Studio Code,False,main.py - VS Code,True,135,25,0,0,0.1562,0.0,1,27.96,58.1,9,Tuesday,False,0,Focused work,0.057,False
2026-09-15 09:02:40,Visual Studio Code,Active,0,38.3,52.7,91.0,False,165,Visual Studio Code,False,README.md - VS Code,False,140,25,0,0,0.1515,0.0,1,28.27,57.94,9,Tuesday,False,0,Focused work,0.052,False
2026-09-15 09:02:45,Visual Studio Code,Active,0,30.6,59.7,91.0,False,170,Visual Studio Code,False,README.md - VS Code,False,145,25,0,0,0.1471,0.0,1,28.34,57.99,9,Tuesday,False,0,Focused work,0.054,False
2026-09-15 09:02:50,Visual Studio Code,Active,0,29.9,61.4,91.0,False,175,Visual Studio Code,False,README.md - VS Code,False,150,25,0,0,0.1429,0.0,1,28.39,58.09,9,Tuesday,False,0,Focused work,0.01,False
2026-09-15 09:02:55,Visual Studio Code,Active,0,48.0,67.9,91.0,False,180,Visual Studio Code,False,README.md - VS Code,False,155,25,0,0,0.1389,0.0,1,28.93,58.36,9,Tuesday,False,0,Focused work,0.002,False
2026-09-15 09:03:00,Visual Studio Code,Active,0,44.4,55.4,91.0,False,185,Visual Studio Code,False,README.md - VS Code,False,160,25,0,0,0.1351,0.0,1,29.35,58.28,9,Tuesday,False,0,Focused work,0.045,False
2026-09-15 09:03:05,Visual Studio Code,Active,0,37.6,48.2,91.0,False,190,Visual Studio Code,False,README.md - VS Code,False,165,25,0,0,0.1316,0.0,1,29.57,58.02,9,Tuesday,False,0,Focused work,0.007,False
2026-09-15 09:03:10,Visual Studio Code,Active,0,21.5,50.1,91.0,False,195,Visual Studio Code,False,README.md - VS Code,False,170,25,0,0,0.1282,0.0,1,29.36,57.81,9,Tuesday,False,0,Focused work,0.005,False
2026-09-15 09:03:15,Visual Studio Code,Active,0,37.0,53.3,91.0,False,200,Visual Studio Code,False,README.md - VS Code,False,175,25,0,0,0.125,0.0,1,29.55,57.7,9,Tuesday,False,0,Focused work,0.048,False
2026-09-15 09:03:20,Visual Studio Code,Active,0,26.3,48.1,91.0,False,205,Visual Studio Code,False,README.md - VS Code,False,180,25,0,0,0.122,0.0,1,29.47,57.47,9,Tuesday,False,0,Focused work,0.029,False
2026-09-15 09:03:25,Visual Studio Code,Active,0,30.8,48.2,91.0,False,210,Visual Studio Code,False,README.md - VS Code,False,185,25,0,0,0.119,0.0,1,29.5,57.25,9,Tuesday,False,0,Focused work,0.046,False
2026-09-15 09:03:30,Visual Studio Code,Active,0,35.5,51.0,91.0,False,215,Visual Studio Code,False,README.md - VS Code,False,190,25,0,0,0.1163,0.0,1,29.64,57.1,9,Tuesday,False,0,Focused work,0.005,False
2026-09-15 09:03:35,Visual Studio Code,Active,0,45.0,52.2,91.0,False,220,Visual Studio Code,False,README.md - VS Code,False,195,25,0,0,0.1136,0.0,1,29.99,56.99,9,Tuesday,False,0,Focused work,0,False
2026-09-15 09:03:40,Visual Studio Code,Active,0,36.6,51.1,91.0,False,225,Visual Studio Code,False,README.md - VS Code,False,200,25,0,0,0.1111,0.0,1,30.14,56.86,9,Tuesday,False,0,Focused work,0.043,False
2026-09-15 09:03:45,Visual Studio Code,Active,0,18.7,62.7,91.0,False,230,Visual Studio Code,False,README.md - VS Code,False,205,25,0,0,0.1087,0.0,1,29.89,56.98,9,Tuesday,False,0,Focused work,0.048,False
2026-09-15 09:03:50,Visual Studio Code,Active,0,26.0,63.7,91.0,False,235,Visual Studio Code,False,README.md - VS Code,False,210,25,0,0,0.1064,0.0,1,29.81,57.13,9,Tuesday,False,0,Focused work,0.043,False
2026-09-15 09:03:55,Visual Studio Code,Active,0,31.8,54.1,91.0,False,240,Visual Studio Code,False,README.md - VS Code,False,215,25,0,0,0.1042,0.0,1,29.85,57.06,9,Tuesday,False,0,Focused work,0,False
2026-09-15 09:04:00,Visual Studio Code,Idle,5,9.2,55.5,91.0,False,245,Visual Studio Code,False,README.md - VS Code,False,215,30,0,0,0.1224,0.0,1,29.43,57.03,9,Tuesday,False,0,Focused work,0.029,False
2026-09-15 09:04:05,Visual Studio Code,Idle,10,19.2,56.3,91.0,False,250,Visual Studio Code,False,README.md - VS Code,False,215,35,0,0,0.14,0.0,1,29.22,57.02,9,Tuesday,False,0,Focused work,0,False
2026-09-15 09:04:10,Visual Studio Code,Active,0,31.0,62.6,91.0,False,255,Visual Studio Code,False,README.md - VS Code,False,220,35,0,0,0.1373,0.0,1,29.26,57.13,9,Tuesday,False,0,Focused work,0.029,False
2026-09-15 09:04:15,Visual Studio Code,Active,0,88.4,80.3,91.0,False,260,Visual Studio Code,False,README.md - VS Code,False,225,35,0,0,0.1346,0.0,1,30.39,57.57,9,Tuesday,False,0,Focused work,0.734,True
2026-09-15 09:04:20,Visual Studio Code,Active,0,36.7,61.3,91.0,False,265,Visual Studio Code,False,README.md - VS Code,True,230,35,0,0,0.1321,0.0,1,30.51,57.64,9,Tuesday,False,0,Focused work,0.049,False
2026-09-15 09:04:25,Visual Studio Code,Active,0,38.9,59.1,91.0,False,270,Visual Studio Code,False,Terminal - VS Code,False,235,35,0,0,0.1296,0.0,1,30.67,57.67,9,Tuesday,False,0,Focused work,0.032,False
2026-09-15 09:04:30,Visual Studio Code,Active,0,35.1,56.1,91.0,False,275,Visual Studio Code,False,Terminal - VS Code,False,240,35,0,0,0.1273,0.0,1,30.75,57.64,9,Tuesday,False,0,Focused work,0.007,False
2026-09-15 09:04:35,Visual Studio Code,Active,0,27.7,56.8,91.0,False,280,Visual Studio Code,False,Terminal - VS Code,False,245,35,0,0,0.125,0.0,1,30.69,57.63,9,Tuesday,False,0,Focused work,0.021,False
2026-09-15 09:04:40,Visual Studio Code,Active,0,37.8,53.7,91.0,False,285,Visual Studio Code,False,Terminal - VS Code,False,250,35,0,0,0.1228,0.0,1,30.82,57.56,9,Tuesday,False,0,Focused work,0.028,False
2026-09-15 09:04:45,Visual Studio Code,Active,0,27.3,64.1,91.0,False,290,Visual Studio Code,False,Terminal - VS Code,False,255,35,0,0,0.1207,0.0,1,30.76,57.67,9,Tuesday,False,0,Focused work,0,False
2026-09-15 09:04:50,Visual Studio Code,Active,0,31.7,65.7,91.0,False,295,Visual Studio Code,False,Terminal - VS Code,False,260,35,0,0,0.1186,0.0,1,30.77,57.81,9,Tuesday,False,0,Focused work,0.034,False
2026-09-15 09:04:55,Visual Studio Code,Active,0,38.6,65.9,91.0,False,300,Visual Studio Code,False,Terminal - VS Code,False,265,35,0,0,0.1167,0.0,1,30.9,57.94,9,Tuesday,False,0,Focused work,0.046,False
2026-09-15 09:05:00,Visual Studio Code,Active,0,38.9,57.3,91.0,False,305,Visual Studio Code,False,Terminal - VS Code,False,270,35,0,0,0.1148,0.0,1,31.04,57.93,9,Tuesday,False,0,Focused work,0.048,False
2026-09-15 09:05:05,Visual Studio Code,Active,0,33.9,59.2,91.0,False,310,Visual Studio Code,False,Terminal - VS Code,False,275,35,0,0,0.1129,0.0,1,31.08,57.95,9,Tuesday,False,0,Focused work,0.036,False
2026-09-15 09:05:10,Visual Studio Code,Active,0,30.8,66.1,91.0,False,315,Visual Studio Code,False,Terminal - VS Code,False,280,35,0,0,0.1111,0.0,1,31.08,58.08,9,Tuesday,False,0,Focused work,0,False
2026-09-15 09:05:15,Visual Studio Code,Active,0,43.2,53.5,91.0,False,320,Visual Studio Code,False,Terminal - VS Code,False,285,35,0,0,0.1094,0.0,1,31.27,58.01,9,Tuesday,False,0,Focused work,0.016,False
2026-09-15 09:05:20,Visual Studio Code,Active,0,25.0,54.7,91.0,False,325,Visual Studio Code,False,Terminal - VS Code,False,290,35,0,0,0.1077,0.0,1,31.17,57.96,9,Tuesday,False,0,Focused work,0,False
2026-09-15 09:05:25,Visual Studio Code,Active,0,24.4,56.3,91.0,False,330,Visual Studio Code,False,Terminal - VS Code,False,295,35,0,0,0.1061,0.0,1,31.07,57.93,9,Tuesday,False,0,Focused work,0.015,False
2026-09-15 09:05:30,Visual Studio Code,Active,0,41.1,66.9,91.0,False,335,Visual Studio Code,False,Terminal - VS Code,False,300,35,0,0,0.1045,0.0,1,31.22,58.07,9,Tuesday,False,0,Focused work,0.043,False
2026-09-15 09:05:35,Visual Studio Code,Active,0,27.0,55.8,91.0,False,340,Visual Studio Code,False,Terminal - VS Code,False,305,35,0,0,0.1029,0.0,1,31.16,58.03,9,Tuesday,False,0,Focused work,0.04,False
2026-09-15 09:05:40,Visual Studio Code,Active,0,44.9,57.8,91.0,False,345,Visual Studio Code,False,Terminal - VS Code,False,310,35,0,0,0.1014,0.0,1,31.36,58.03,9,Tuesday,False,0,Focused work,0.015,False
2026-09-15 09:05:45,Visual Studio Code,Active,0,39.7,64.8,91.0,False,350,Visual Studio Code,False,Terminal - VS Code,False,315,35,0,0,0.1,0.0,1,31.47,58.13,9,Tuesday,False,0,Focused work,0.05,False
2026-09-15 09:05:50,Visual Studio Code,Active,0,37.9,49.7,91.0,False,355,Visual Studio Code,False,Terminal - VS Code,False,320,35,0,0,0.0986,0.0,1,31.56,58.01,9,Tuesday,False,0,Focused work,0.041,False
2026-09-15 09:05:55,Visual Studio Code,Active,0,31.6,54.8,91.0,False,360,Visual Studio Code,False,Terminal - VS Code,False,325,35,0,0,0.0972,0.0,1,31.57,57.96,9,Tuesday,False,0,Focused work,0.0,False
2026-09-15 09:06:00,Visual Studio Code,Active,0,32.1,63.0,91.0,False,365,Visual Studio Code,False,Terminal - VS Code,False,330,35,0,0,0.0959,0.0,1,31.57,58.03,9,Tuesday,False,0,Focused work,0.047,False
2026-09-15 09:06:05,Visual Studio Code,Active,0,19.2,48.6,91.0,False,370,Visual Studio Code,False,Terminal - VS Code,False,335,35,0,0,0.0946,0.0,1,31.41,57.91,9,Tuesday,False,0,Focused work,0.039,False
2026-09-15 09:06:10,Visual Studio Code,Active,0,21.4,67.0,91.0,False,375,Visual Studio Code,False,Terminal - VS Code,False,340,35,0,0,0.0933,0.0,1,31.27,58.03,9,Tuesday,False,0,Focused work,0,False
2026-09-15 09:06:15,Visual Studio Code,Active,0,39.6,63.6,91.0,False,380,Visual Studio Code,False,Terminal - VS Code,False,345,35,0,0,0.0921,0.0,1,31.38,58.1,9,Tuesday,False,0,Focused work,0.002,False
2026-09-15 09:06:20,Visual Studio Code,Active,0,45.2,55.5,91.0,False,385,Visual Studio Code,False,Terminal - VS Code,False,350,35,0,0,0.0909,0.0,1,31.56,58.07,9,Tuesday,False,0,Focused work,0,False
2026-09-15 09:06:25,Visual Studio Code,Active,0,38.9,54.0,91.0,False,390,Visual Studio Code,False,Terminal - VS Code,False,355,35,0,0,0.0897,0.0,1,31.66,58.01,9,Tuesday,False,0,Focused work,0.036,False
2026-09-15 09:06:30,Visual Studio Code,Active,0,37.8,49.4,91.0,False,395,Visual Studio Code,False,Terminal - VS Code,True,360,35,0,0,0.0886,0.0,1,31.73,57.91,9,Tuesday,False,0,Focused work,0,False
2026-09-15 09:06:35,Visual Studio Code,Active,0,28.9,65.8,91.0,False,400,Visual Studio Code,False,README.md - VS Code,False,365,35,0,0,0.0875,0.0,1,31.7,58.0,9,Tuesday,False,0,Focused work,0,False
2026-09-15 09:06:40,Visual Studio Code,Active,0,36.5,66.4,91.0,False,405,Visual Studio Code,False,README.md - VS Code,False,370,35,0,0,0.0864,0.0,1,31.76,58.11,9,Tuesday,False,0,Focused work,0.011,False
2026-09-15 09:06:45,Visual Studio Code,Active,0,25.4,66.7,91.0,False,410,Visual Studio Code,False,README.md - VS Code,False,375,35,0,0,0.0854,0.0,1,31.68,58.21,9,Tuesday,False,0,Focused work,0.01,False
2026-09-15 09:06:50,Visual Studio Code,Active,0,28.1,57.9,91.0,False,415,Visual Studio Code,False,README.md - VS Code,False,380,35,0,0,0.0843,0.0,1,31.64,58.21,9,Tuesday,False,0,Focused work,0.013,False
2026-09-15 09:06:55,Visual Studio Code,Active,0,35.9,65.6,91.0,False,420,Visual Studio Code,False,README.md - VS Code,False,385,35,0,0,0.0833,0.0,1,31.69,58.3,9,Tuesday,False,0,Focused work,0.014,False
2026-09-15 09:07:00,Visual Studio Code,Active,0,34.7,52.8,91.0,False,425,Visual Studio Code,False,README.md - VS Code,False,390,35,0,0,0.0824,0.0,1,31.72,58.23,9,Tuesday,False,0,Focused work,0.028,False
2026-09-15 09:07:05,Google Chrome,Active,0,32.8,58.7,91.0,False,5,Visual Studio Code,True,README.md - VS Code,True,395,35,0,1,0.0814,0.1395,2,31.73,58.24,9,Tuesday,False,0,Focused work,0.02,False
2026-09-15 09:07:10,Google Chrome,Active,0,21.9,67.5,91.0,False,10,Google Chrome,False,YouTube - Chrome,False,400,35,0,1,0.0805,0.1379,2,31.62,58.34,9,Tuesday,False,0,Focused work,0.004,False
2026-09-15 09:07:15,Google Chrome,Active,0,28.1,68.8,91.0,False,15,Google Chrome,False,YouTube - Chrome,False,405,35,0,1,0.0795,0.1364,2,31.58,58.46,9,Tuesday,False,0,Focused work,0.001,False
2026-09-15 09:07:20,Google Chrome,Active,0,27.7,58.2,91.0,False,20,Google Chrome,False,YouTube - Chrome,False,410,35,0,1,0.0787,0.1348,2,31.54,58.46,9,Tuesday,False,0,Focused work,0,False
2026-09-15 09:07:25,Google Chrome,Active,0,15.8,53.0,91.0,False,25,Google Chrome,False,YouTube - Chrome,True,415,35,0,1,0.0778,0.1333,2,31.36,58.4,9,Tuesday,False,0,Focused work,0.006,False
2026-09-15 09:07:30,Google Chrome,Active,0,15.1,52.3,91.0,False,30,Google Chrome,False,Documentation - Chrome,False,420,35,0,1,0.0769,0.1319,2,31.18,58.33,9,Tuesday,False,0,Focused work,0.019,False
2026-09-15 09:07:35,Google Chrome,Active,0,37.9,54.5,91.0,False,35,Google Chrome,False,Documentation - Chrome,False,425,35,0,1,0.0761,0.1304,2,31.26,58.29,9,Tuesday,False,0,Focused work,0.019,False
2026-09-15 09:07:40,Google Chrome,Active,0,36.3,72.9,91.0,False,40,Google Chrome,False,Documentation - Chrome,False,430,35,0,1,0.0753,0.129,2,31.31,58.45,9,Tuesday,False,0,Focused work,0.002,False
2026-09-15 09:07:45,Google Chrome,Active,0,30.6,69.1,91.0,False,45,Google Chrome,False,Documentation - Chrome,False,435,35,0,1,0.0745,0.1277,2,31.3,58.56,9,Tuesday,False,0,Focused work,0.048,False
2026-09-15 09:07:50,Google Chrome,Active,0,29.1,53.3,91.0,False,50,Google Chrome,False,Documentation - Chrome,False,440,35,0,1,0.0737,0.1263,2,31.28,58.51,9,Tuesday,False,0,Focused work,0,False
2026-09-15 09:07:55,Google Chrome,Active,0,14.4,57.3,91.0,False,55,Google Chrome,False,Documentation - Chrome,False,445,35,0,1,0.0729,0.125,2,31.11,58.49,9,Tuesday,False,0,Focused work,0,False
2026-09-15 09:08:00,Google Chrome,Active,0,13.0,58.3,91.0,False,60,Google Chrome,False,Documentation - Chrome,False,450,35,0,1,0.0722,0.1237,2,30.92,58.49,9,Tuesday,False,0,Focused work,0.044,False
2026-09-15 09:08:05,Google Chrome,Active,0,35.7,65.0,91.0,False,65,Google Chrome,False,Documentation - Chrome,False,455,35,0,1,0.0714,0.1224,2,30.97,58.56,9,Tuesday,False,0,Focused work,0,False
2026-09-15 09:08:10,Google Chrome,Active,0,20.0,55.1,91.0,False,70,Google Chrome,False,Documentation - Chrome,False,460,35,0,1,0.0707,0.1212,2,30.86,58.52,9,Tuesday,False,0,Focused work,0.039,False
2026-09-15 09:08:15,Google Chrome,Active,0,25.2,62.3,91.0,False,75,Google Chrome,False,Documentation - Chrome,False,465,35,0,1,0.07,0.12,2,30.8,58.56,9,Tuesday,False,0,Focused work,0.012,False
2026-09-15 09:08:20,Google Chrome,Active,0,29.9,71.6,91.0,False,80,Google Chrome,False,Documentation - Chrome,False,470,35,0,1,0.0693,0.1188,2,30.79,58.69,9,Tuesday,False,0,Focused work,0.025,False
2026-09-15 09:08:25,Google Chrome,Idle,5,7.3,66.2,91.0,False,85,Google Chrome,False,Documentation - Chrome,False,470,40,0,1,0.0784,0.1176,2,30.56,58.76,9,Tuesday,False,0,Focused work,0.038,False
2026-09-15 09:08:30,Google Chrome,Active,0,17.3,63.4,91.0,False,90,Google Chrome,False,Documentation - Chrome,False,475,40,0,1,0.0777,0.1165,2,30.43,58.81,9,Tuesday,False,0,Focused work,0.004,False
2026-09-15 09:08:35,Google Chrome,Active,0,41.1,62.3,91.0,False,95,Google Chrome,False,Documentation - Chrome,False,480,40,0,1,0.0769,0.1154,2,30.53,58.84,9,Tuesday,False,0,Focused work,0.007,False
2026-09-15 09:08:40,Google Chrome,Active,0,26.9,66.6,91.0,False,100,Google Chrome,False,Documentation - Chrome,False,485,40,0,1,0.0762,0.1143,2,30.5,58.92,9,Tuesday,False,0,Focused work,0.037,False
2026-09-15 09:08:45,Google Chrome,Active,0,15.5,69.0,91.0,False,105,Google Chrome,False,Documentation - Chrome,False,490,40,0,1,0.0755,0.1132,2,30.36,59.01,9,Tuesday,False,0,Focused work,0.042,False
2026-09-15 09:08:50,Google Chrome,Idle,5,7.3,61.3,91.0,False,110,Google Chrome,False,Documentation - Chrome,False,490,45,0,1,0.0841,0.1121,2,30.14,59.03,9,Tuesday,False,0,Focused work,0.02,False
2026-09-15 09:08:55,Google Chrome,Idle,10,2.9,56.1,91.0,False,115,Google Chrome,False,Documentation - Chrome,False,490,50,0,1,0.0926,0.1111,2,29.89,59.0,9,Tuesday,False,0,Focused work,0.02,False
2026-09-15 09:09:00,Google Chrome,Idle,15,10.8,67.6,91.0,False,120,Google Chrome,False,Documentation - Chrome,False,490,55,0,1,0.1009,0.1101,2,29.72,59.08,9,Tuesday,False,0,Focused work,0.016,False
2026-09-15 09:09:05,Google Chrome,Idle,20,15.2,54.2,91.0,False,125,Google Chrome,False,Documentation - Chrome,False,490,60,0,1,0.1091,0.1091,2,29.58,59.04,9,Tuesday,False,0,Focused work,0.054,False
2026-09-15 09:09:10,Google Chrome,Idle,25,9.8,60.1,91.0,False,130,Google Chrome,False,Documentation - Chrome,False,490,65,0,1,0.1171,0.1081,2,29.41,59.05,9,Tuesday,False,0,Focused work,0.0,False
2026-09-15 09:09:15,Google Chrome,Idle,30,6.4,65.3,91.0,False,135,Google Chrome,False,Documentation - Chrome,False,490,70,0,1,0.125,0.1071,2,29.2,59.1,9,Tuesday,False,0,Focused work,0.051,False
2026-09-15 09:09:20,Google Chrome,Idle,35,6.4,57.9,91.0,False,140,Google Chrome,False,Documentation - Chrome,False,490,75,0,1,0.1327,0.1062,2,29.0,59.09,9,Tuesday,False,0,Focused work,0.033,False
2026-09-15 09:09:25,Google Chrome,Idle,40,11.2,60.2,91.0,False,145,Google Chrome,False,Documentation - Chrome,False,490,80,0,1,0.1404,0.1053,2,28.84,59.1,9,Tuesday,False,0,Focused work,0.02,False
2026-09-15 09:09:30,Google Chrome,Active,0,19.2,60.4,91.0,False,150,Google Chrome,False,Documentation - Chrome,False,495,80,0,1,0.1391,0.1043,2,28.76,59.11,9,Tuesday,False,0,Focused work,0.022,False
2026-09-15 09:09:35,Google Chrome,Active,0,23.4,73.7,91.0,False,155,Google Chrome,False,Documentation - Chrome,False,500,80,0,1,0.1379,0.1034,2,28.71,59.24,9,Tuesday,False,0,Focused work,0.039,False
2026-09-15 09:09:40,Google Chrome,Active,0,41.0,59.3,91.0,False,160,Google Chrome,False,Documentation - Chrome,False,505,80,0,1,0.1368,0.1026,2,28.82,59.24,9,Tuesday,False,0,Focused work,0.052,False
2026-09-15 09:09:45,Google Chrome,Active,0,24.3,66.4,91.0,False,165,Google Chrome,False,Documentation - Chrome,True,510,80,0,1,0.1356,0.1017,2,28.78,59.3,9,Tuesday,False,0,Focused work,0.026,False
2026-09-15 09:09:50,Google Chrome,Active,0,31.5,70.7,91.0,False,170,Google Chrome,False,ChatGPT - Chrome,False,515,80,0,1,0.1345,0.1008,2,28.8,59.4,9,Tuesday,False,0,Focused work,0.053,False
